city,timestamp,temperature,season
New York,2010-01-01,6.079861629646689,winter
New York,2010-01-02,-2.7351576440437055,winter
New York,2010-01-03,-2.808934673588983,winter
New York,2010-01-04,-5.02921787251327,winter
New York,2010-01-05,0.6172649014978437,winter
New York,2010-01-06,5.55364518127344,winter
New York,2010-01-07,-1.5350539921468664,winter
New York,2010-01-08,5.091855607899801,winter
New York,2010-01-09,-3.035720203828969,winter
New York,2010-01-10,-2.4525114937166106,winter
New York,2010-01-11,5.74102678160302,winter
New York,2010-01-12,2.809117447007007,winter
New York,2010-01-13,-6.330722569901221,winter
New York,2010-01-14,1.9978621277621937,winter
New York,2010-01-15,-0.29639093864793575,winter
New York,2010-01-16,-1.0930028694738094,winter
New York,2010-01-17,1.3548606215962502,winter
New York,2010-01-18,-1.198059524808299,winter
New York,2010-01-19,-5.34587551103343,winter
New York,2010-01-20,6.240485616940901,winter
New York,2010-01-21,0.32747310825125353,winter
New York,2010-01-22,-1.166455868903278,winter
New York,2010-01-23,-1.097677849313084,winter
New York,2010-01-24,5.343792044553939,winter
New York,2010-01-25,1.9371989917188661,winter
New York,2010-01-26,6.837678396313632,winter
New York,2010-01-27,-5.480073229542533,winter
New York,2010-01-28,-5.178168292175646,winter
New York,2010-01-29,-4.0131522449903585,winter
New York,2010-01-30,2.9689334468652606,winter
New York,2010-01-31,-2.877135066092111,winter
New York,2010-02-01,-7.6515239139038,winter
New York,2010-02-02,2.549001991242195,winter
New York,2010-02-03,6.771679459996223,winter
New York,2010-02-04,10.331715339043457,winter
New York,2010-02-05,3.169673141439016,winter
New York,2010-02-06,-2.0542105136244944,winter
New York,2010-02-07,6.443326340962914,winter
New York,2010-02-08,0.10260264444917527,winter
New York,2010-02-09,5.469261244570728,winter
New York,2010-02-10,0.8973931850750265,winter
New York,2010-02-11,0.10423014428743882,winter
New York,2010-02-12,-4.0633848254806315,winter
New York,2010-02-13,-10.693264137275744,winter
New York,2010-02-14,-1.1455268620076824,winter
New York,2010-02-15,0.20147619013753526,winter
New York,2010-02-16,-4.478827780934864,winter
New York,2010-02-17,4.9477140742933425,winter
New York,2010-02-18,-4.550173904520612,winter
New York,2010-02-19,-5.8220898081479096,winter
New York,2010-02-20,6.4012276569598505,winter
New York,2010-02-21,5.752181194277353,winter
New York,2010-02-22,1.553449035471465,winter
New York,2010-02-23,-10.437345349888572,winter
New York,2010-02-24,3.3785901276016688,winter
New York,2010-02-25,1.5654175304673883,winter
New York,2010-02-26,-3.8190260513330876,winter
New York,2010-02-27,-5.947603692669645,winter
New York,2010-02-28,0.8704729256263881,winter
New York,2010-03-01,14.419577536537995,spring
New York,2010-03-02,-1.418756944973051,spring
New York,2010-03-03,10.406201369544014,spring
New York,2010-03-04,20.084080857169234,spring
New York,2010-03-05,13.447702883592413,spring
New York,2010-03-06,8.720173494497779,spring
New York,2010-03-07,15.957307977814683,spring
New York,2010-03-08,4.5306749008312615,spring
New York,2010-03-09,6.242548033355787,spring
New York,2010-03-10,16.949623697360266,spring
New York,2010-03-11,13.52434556378776,spring
New York,2010-03-12,9.597495075141468,spring
New York,2010-03-13,15.202156181592485,spring
New York,2010-03-14,7.797564824041965,spring
New York,2010-03-15,4.151038102973935,spring
New York,2010-03-16,18.35192947130713,spring
New York,2010-03-17,9.16930781757705,spring
New York,2010-03-18,5.792885498063981,spring
New York,2010-03-19,4.724676882070674,spring
New York,2010-03-20,3.0097202096532607,spring
New York,2010-03-21,18.52287145361096,spring
New York,2010-03-22,11.877027581818831,spring
New York,2010-03-23,-3.6158167974063105,spring
New York,2010-03-24,13.890024939463053,spring
New York,2010-03-25,11.289847978788815,spring
New York,2010-03-26,12.653894306214175,spring
New York,2010-03-27,5.776053479952656,spring
New York,2010-03-28,1.556889336368016,spring
New York,2010-03-29,10.446067396380965,spring
New York,2010-03-30,7.535870605727592,spring
New York,2010-03-31,7.856690069119811,spring
New York,2010-04-01,16.003909946680817,spring
New York,2010-04-02,14.896531865790688,spring
New York,2010-04-03,19.189630655940363,spring
New York,2010-04-04,4.192095015033178,spring
New York,2010-04-05,4.192308988302077,spring
New York,2010-04-06,4.171937725965358,spring
New York,2010-04-07,14.482633281314605,spring
New York,2010-04-08,-0.8007264330663268,spring
New York,2010-04-09,5.149009751647514,spring
New York,2010-04-10,6.05151549874383,spring
New York,2010-04-11,15.433792626601463,spring
New York,2010-04-12,9.02480672159998,spring
New York,2010-04-13,16.623282657539548,spring
New York,2010-04-14,17.32067643915587,spring
New York,2010-04-15,12.406381962489363,spring
New York,2010-04-16,4.548195931388993,spring
New York,2010-04-17,9.670930346703233,spring
New York,2010-04-18,16.973168965917523,spring
New York,2010-04-19,8.330860201237844,spring
New York,2010-04-20,18.667486204640003,spring
New York,2010-04-21,2.931888771301815,spring
New York,2010-04-22,14.65252594971416,spring
New York,2010-04-23,13.264702482689916,spring
New York,2010-04-24,7.4570524555521605,spring
New York,2010-04-25,11.824945345346636,spring
New York,2010-04-26,9.98879871852693,spring
New York,2010-04-27,12.56339275474862,spring
New York,2010-04-28,9.414123659314512,spring
New York,2010-04-29,11.971070720441412,spring
New York,2010-04-30,10.974874616418777,spring
New York,2010-05-01,5.183732138101636,spring
New York,2010-05-02,9.111222662611853,spring
New York,2010-05-03,11.928329969247338,spring
New York,2010-05-04,7.468692333264655,spring
New York,2010-05-05,16.050490649476266,spring
New York,2010-05-06,13.018147527787951,spring
New York,2010-05-07,10.030889688367905,spring
New York,2010-05-08,7.508280668176418,spring
New York,2010-05-09,4.371676564460307,spring
New York,2010-05-10,9.171321863949208,spring
New York,2010-05-11,6.385740228152301,spring
New York,2010-05-12,11.704497098823069,spring
New York,2010-05-13,8.945108756352042,spring
New York,2010-05-14,7.687109339025225,spring
New York,2010-05-15,8.427711119320126,spring
New York,2010-05-16,14.680497155533239,spring
New York,2010-05-17,5.8159265923853845,spring
New York,2010-05-18,6.778107303403468,spring
New York,2010-05-19,15.434790264622604,spring
New York,2010-05-20,13.611041496540068,spring
New York,2010-05-21,10.659491082195728,spring
New York,2010-05-22,10.493346599487252,spring
New York,2010-05-23,13.926148767447838,spring
New York,2010-05-24,11.587098101388385,spring
New York,2010-05-25,13.181220400484012,spring
New York,2010-05-26,14.548510763575713,spring
New York,2010-05-27,3.0222471450546307,spring
New York,2010-05-28,10.495068533505455,spring
New York,2010-05-29,16.503171680914285,spring
New York,2010-05-30,12.216777884943202,spring
New York,2010-05-31,8.403785739173673,spring
New York,2010-06-01,33.789507151757135,summer
New York,2010-06-02,16.480261320880253,summer
New York,2010-06-03,28.96346647516214,summer
New York,2010-06-04,22.61018819065202,summer
New York,2010-06-05,31.61780547405649,summer
New York,2010-06-06,30.10186139377069,summer
New York,2010-06-07,29.421360577795284,summer
New York,2010-06-08,29.897343559978868,summer
New York,2010-06-09,21.51650593293683,summer
New York,2010-06-10,22.9088256035263,summer
New York,2010-06-11,30.162445078502437,summer
New York,2010-06-12,33.03536223937246,summer
New York,2010-06-13,22.949024635173373,summer
New York,2010-06-14,20.42134358741098,summer
New York,2010-06-15,25.967094072088432,summer
New York,2010-06-16,24.57995750567102,summer
New York,2010-06-17,22.30007334545376,summer
New York,2010-06-18,26.22018986397955,summer
New York,2010-06-19,35.029610356695315,summer
New York,2010-06-20,23.78829782047354,summer
New York,2010-06-21,23.558451476622842,summer
New York,2010-06-22,27.851763251375896,summer
New York,2010-06-23,23.192633365983458,summer
